General Attribute,General Frequency,Matched Medical Attributes,Matched Medical Frequencies,Mean Cosine Similarity,Direction
floor,41,Floor Story Of Building,5,0.8353825160209334,General ⊂ Medical
eminence,1,Median Eminence Of Posterior Lobe Of Pituitary Gland,1,0.8354210538066678,General ⊂ Medical
plaque,100,Intramural Plaque; Pleural Based Plaque,1; 1,0.8354213269759836,General ⊂ Medical
cranial,52,Surgery Of Posterior Cranial Fossa Craniotomy; Lesion Of Posterior Fossa Of Cranial Cavity; Pneumocysts Cranial; Unspecified Disorder Of Cranial Nerves,12; 15; 1; 1,0.8354857854735586,General ⊂ Medical
atrial,104,Bilateral Atrial Enlargement; Af Atrial Fibrillation; Rapid Atrial Fibrillation; Left Atrial Mass; History Of Atrial Fibrillation; Atrial Fibrillation New Onset,1; 11; 2; 3; 2; 1,0.8355222678565518,General ⊂ Medical
completely,220,Resolved Completely,18,0.8357416388692368,General ⊂ Medical
cardiac,1150,Cardiac Ventricular Structure; Cardiac Shadow Viewed Radiologically; Right Cardiac Ventricular Structure; Cardiac Pacemaker Lead; Pacemakers Artificial Cardiac; Status Pacemaker Cardiac; Cardiac Effusion; Cardiac Insufficiency; Ccf Congestive Cardiac Failure; Prostheses Cardiac Valve; Cardiac Events; Cardiac Tissue; Left Cardiac Ventricular Structure; Cardiac Catheterisation Procedure; Cardiac Structure; Cardiac Neoplasm Uncertain Behavior Of Pericardium; Left Cardiac Artery Dominance; Cardiac Transvenous Pacemaker Device; Cardiac Catheterization Placement Of Stent 1; Post Cardiac Surgery; Recent Cardiac Arrest; Cardiac Mi; External Cardiac Pacemaker,251; 449; 10; 45; 78; 1; 2; 55; 14; 2; 1; 1; 8; 4; 2; 2; 2; 8; 1; 1; 1; 2; 1,0.835763768769421,General ⊂ Medical
mri,1081,Magnetization Prepared Rapid Gradient Echo Mri; Multisection : Finding : Point In Time : Spine . Lumbar : Narrative : Mri; Multisection : Finding : Point In Time : Spine . Thoracic : Narrative : Mri; Multisection : Finding : Point In Time : Spine . Cervical : Narrative : Mri; Magnetic Resonance Imaging Mri Of Spine; Limited Mri; Magnetic Resonance Imaging Mri Of Liver; Transverse Relaxation Time Fluid Attenuated Inversion Recovery Mri; Hyperintensity Of Cerebral White Matter On Mri; Multisection : Finding : Point In Time : Abdomen : Narrative : Mri; Magnetic Resonance Imaging Mri Of Chest,137; 30; 39; 27; 3; 4; 8; 28; 5; 5; 4,0.835828623535908,General ⊂ Medical
reticular,88,Reticular Nucleus Of The Spinal Cord,1,0.8358563464739274,General ⊂ Medical
upright,772,Sitting Upright; Pa Upright; Ability To Stand Upright,13; 1; 2,0.8358768310992888,General ⊂ Medical
sitting,55,Sitting Upright,13,0.8358791513074263,General ⊂ Medical
multiple,1959,Multiple Pulmonary Nodules; Multiple Falls; Multiple Metastases; Multiple Tattoos; Unspecified Multiple Injuries; Multiple Nodules; Multiple Areas; Multiple Thyroid Nodules; Generalised Multiple Sclerosis; Multiple Abnormalities Qualifier; Multiple Heads; Multiple Pulmonary Embolus; Multiple Surgical Procedures; Multiple Benign Circumferential Skin Creases On Limbs; Transvaginal Ultrasound : Multiple Small Cysts Of Ovary; Multiple Kidney Cysts; Multiple Nabothian Cysts,48; 15; 8; 1; 1; 22; 33; 3; 5; 3; 2; 3; 1; 1; 1; 4; 1,0.8358807432808889,General ⊂ Medical
positive,46,Positive Lymph Node; Mantoux : Positive; Biphasic Continuous Positive Airway Pressure; Ventilators Noninvasive Positive Pressure; Positive Cytology,7; 5; 15; 1; 1,0.8360607372259207,General ⊂ Medical
cerebellum,172,Central Lobe Of The Cerebellum; Neoplasm Of The Cerebellum; History Of Stroke Of Cerebellum; Hemorrhage Of Cerebellum; Tissue Of Cerebellum,4; 23; 1; 32; 2,0.8362314955974771,General ⊂ Medical
thinning,7,Cerebral Cortical Thinning,8,0.8362548100691202,General ⊂ Medical
piriform,26,Right Piriform Recess,1,0.8363941571809212,General ⊂ Medical
bc,2,Bc Bronchogenic Carcinoma,29,0.8363944564102009,General ⊂ Medical
layer,8,Anatomical Layer,327,0.8364119294406878,General ⊂ Medical
arteries,533,Angiography Of Cerebral Arteries : Tumor Blush; Arteriography Of Pulmonary Arteries; Carotid Arteries Bilateral; Arteries Femoral Iliac; 467 468 Common And Internal Iliac Arteries; Epigastric Arteries,9; 9; 1; 3; 1; 2,0.836590799885761,General ⊂ Medical
surgical,863,Surgical Margins Negative; Surgical Service; Surgical Removal Procedure; Surgical Sequelae; Surgical Construction Of Shunt; Surgical Staples; Surgical Operation Note : Find : Pt : Setting : Doc : Role; Surgical Pneumothorax; Surgical Teams; Plastic Surgical Procedures; Monitored Anesthesia Care Mac For Deep Complex Complicated Or Markedly Invasive Surgical Procedure; Removal Surgical Procedure; Surgical Transfer Action; Surgical Incisions; Multiple Surgical Procedures; Surgical Intervention Finding; General Surgical Instruments; Surgical Removal Of The Breast; Post Surgical Complication; Surgical Consultation; Surgical Forceps; Surgical Finding; Surgical Fixation Devices; Date Of Surgical Procedure; Repeated Surgical Procedure,785; 1014; 337; 2; 55; 63; 5; 2; 8; 1; 1; 5; 9; 4; 1; 6; 5; 5; 1; 1; 1; 3; 1; 1; 1,0.8367518549465257,General ⊂ Medical
prior,4982,Prior Radiation Therapy; Prior Patient Evaluation For Current Chief Complaint; Gdc Prior Malignancy Terminology,26; 1; 1,0.8368230442290306,General ⊂ Medical
retroperitoneum,30,Gastrointestinal Bleeding Retroperitoneum; Metastatic Malignant Neoplasm To The Retroperitoneum,26; 1,0.8368585375557843,General ⊂ Medical
lead,57,12 Lead Electrocardiogram : Interval Change; Cardiac Pacemaker Lead; Metallic Lead; Electrocardiograph Lead : Finding : To Identify Measures At A Point In Time : Patient : Nominal; Ventricular Lead; Lead Tip Device; 3 Lead Electrocardiogram Rhythm Strip : Pacemaker In Place; Lead Placement,3617; 45; 73; 6; 7; 8; 4; 2,0.8368835393487937,General ⊂ Medical
percutaneous,53,Percutaneous Gastrostomy Tube; Guidance For Percutaneous Biopsy : Find : Pt : Chest Lung : Doc : Imaging Modality; Guidance For Percutaneous Aspiration . Fine Needle : Find : Pt : Xxx : Doc : Ct,26; 7; 2,0.8368901944436068,General ⊂ Medical
much,115,As Much As Desired; Much Better; Much Worse; How Much Bothered By Arm Weakness In Affected Arm; Too Much,37; 10; 2; 10; 1,0.8369067466639535,General ⊂ Medical
spin,53,Spin Echo Imagings; Labeling Spin,16; 2,0.8369735683957434,General ⊂ Medical
aa,5,Aa Alcohol Abuse,1,0.837011463218624,General ⊂ Medical
vertebrae,39,Fusion Of Cervical Vertebrae; Transitional Vertebrae,15; 3,0.8370529329924468,General ⊂ Medical
notified,21,Patient Notified Context Dependent Category,2,0.8371086660503532,General ⊂ Medical
intermittent,22,Intermittent Drainage Urethral Urinary Catheters; Intermittent Shortness Of Breath; Intermittent Bolus,4; 1; 2,0.8371904744942426,General ⊂ Medical
services,22,Services Source Consult Services Treatment; Clinical Services; Ambulatory Care Services; Reduced Services,83; 28; 3; 4,0.837219216337613,General ⊂ Medical
calf,45,Structure Of Calf Of Leg; Pain In Calf,5; 3,0.8374209998427817,General ⊂ Medical
shooting,1,Shooting Sensation Quality,1,0.8374626718539084,General ⊂ Medical
response,35,Response Declined; Response To Antibiotic; Systemic Inflammatory Response Syndrome Unspecified,4; 1; 2,0.8374710116401588,General ⊂ Medical
secondary,569,Secondary Malignancies; Secondary Lesion; Secondary Malignant Neoplasm Of Small Intestine Incl Duodenum,732; 2; 1,0.8374881600372133,General ⊂ Medical
effects,11,Effects Anesthetic; Effects Of,1; 13,0.8375758692787942,General ⊂ Medical
tortuous,142,Tortuous Aorta,20,0.8377198301325394,General ⊂ Medical
diffuse,1004,Dish Diffuse Idiopathic Skeletal Hyperostosis; Diffuse Osseous Demineralization; Diffuse Abdominal Pain Symptom; Diffuse Osteopenia; Diffuse Opacities; Diffuse Cortical Atrophy; Diffuse Calcium Deposition Calcified Structure; Diffuse Pulmonary Fibrosis; Dos Diffuse Oesophageal Spasm; Diffuse Angiomatosis,5; 2; 9; 16; 38; 1; 8; 1; 3; 1,0.8377798687899348,General ⊂ Medical
semi,17,Semi Erect,58,0.8378707796421745,General ⊂ Medical
loop,49,Bowel Loop; Ileal Loop,48; 2,0.8379363477297809,General ⊂ Medical
penis,3,Structure Of The Penis,11,0.8379647627789051,General ⊂ Medical
therapy,136,Prior Radiation Therapy; Bronchopulmonary Lavage Therapy; Bronchial Hygiene Therapy; Assisted Ventilation Therapy; Whole Brain Radiation Therapy; Infusion Therapy; Outcome Of Therapy; Chemoradiation Therapy,26; 1; 1; 3; 4; 2; 1; 2,0.8380578817785467,General ⊂ Medical
dilatation,271,Balloon Dilatation Catheter; Small Bowel Dilatation; Dilatation Of The Abdominal Aorta; Dilatation Of Stomach; Bile Duct Dilatation Finding; Poststenotic Dilatation; Balloon Dilatation; Dilatation Of Pulmonary Artery Unspecified; Dilatation Of The Lateral And Third Ventricles; Dilatation Of The Descending Thoracic Aorta; Dilatation Of Lateral Cerebral Ventricles; Dilatation Of Descending Aorta; Bile Common Dilatation Duct; Dilatation Of The Intrahepatic Bile Ducts; Dilatation Of Aorta; Dilatation Of The Thoracic Aorta,4; 2; 1; 10; 2; 3; 3; 1; 2; 1; 2; 1; 1; 1; 1; 1,0.8382530458240203,General ⊂ Medical
testis,4,History Of Undescended Testis,1,0.8382536573305797,General ⊂ Medical
position,2770,Abnormal Changes In Position; Body Position Recumbent Lateral Decubitus; Glaucoma Drainage Tube In Good Position; Recumbent Body Position; Body Position Kneeling; Head Position Finding,1435; 35; 18; 11; 1; 1,0.8383628210868587,General ⊂ Medical
transbronchial,30,Transbronchial Fine Needle Aspiration; Endobronchial Ultrasound Transbronchial Needle Aspiration,15; 1,0.838410763869104,General ⊂ Medical
identification,3,New Lesion Identification; Identification Patient,58; 3,0.8384263157989078,General ⊂ Medical
indicator,1,Pass Indicator; Neoplastic Disease Extent Indicator; Not Present Expanded Yes No Indicator,47; 11; 31,0.8384495145272233,General ⊂ Medical
remote,38,Remote Control Command Transport To,2,0.838588381055709,General ⊂ Medical
treatment,82,Services Source Consult Services Treatment; Laser Suite Retina Patient Tolerated Procedure Well Treatment; After Treatment; Treatment Risk Benefit Analysis; Arterial Occlusion Treatment; Distant Site Receiving Treatment; Therapeutic Radiology For Cancer Treatment; Nephrectomy Of Left Kidney Treatment; Compliance With Treatment; Biliary Tract Laparoscopy Assessment Gallbladder Appeared Normal Treatment; Planning Treatment; Nephrectomy Of Right Kidney Treatment; On Treatment,83; 103; 15; 78; 3; 2; 19; 7; 4; 1; 1; 2; 2,0.8386183766460125,General ⊂ Medical
indication,4469,Indication Of Contextual Qualifier; No Indication Of,24688; 4,0.838675099976439,General ⊂ Medical
colic,1,Structure Of Left Colic Flexure,3,0.838936038527182,General ⊂ Medical
medication,9,Pain Relief Medication; Explanation Of Plan : Medication,3; 21,0.8390794406445043,General ⊂ Medical
demonstrated,870,Not Demonstrated,2,0.839166393543085,General ⊂ Medical
intraparenchymal,92,Intraparenchymal Route Of Administration,93,0.8391824792746742,General ⊂ Medical
eye,1,Structure Of Lens Of Eye; Visual Acuity Of Left Eye With Cycloplegia Physical Finding,5; 1,0.8392460177034141,General ⊂ Medical
inside,5,Inside The Blood Vessel,10,0.8393550530090949,General ⊂ Medical
breast,75,Silicone Gel Filled Breast Implant; Bilateral Breast Implants Physical Finding; Lesion Of Breast; Breast Irregular Nodularity; Surgical Removal Of The Breast; Congenital Absence Of Breast,1; 1; 1; 1; 5; 1,0.8393774339554309,General ⊂ Medical
ventilator,45,Weaning From Ventilator Finding; Ventilator Dependent; Vap Ventilator Associated Pneumonia,4; 2; 1,0.8394503983472905,General ⊂ Medical
radiographic,101,Radiographic Contrast Material; Lesion With High Radiographic Density; Radiographic Examination,7972; 2; 1,0.8396101236914131,General ⊂ Medical
phrenic,14,Phrenic Nerve Dysfunction Adverse Event,2,0.8397497656067471,General ⊂ Medical
unusual,70,Unusual Gas Collection; Unusual Infection,33; 1,0.8399394573855001,General ⊂ Medical
high,255,Serum Lipids High Finding; High Resolution Computed Tomography; With High Blood Pressure; Too High; High Intensity; High Blood Pressure Medicines; Lesion With High Radiographic Density; High Grade Lesion,3; 5; 23; 5; 1; 1; 2; 1,0.8399417197778772,General ⊂ Medical
sob,528,Sob Shortness Of Breath,3,0.8399594202299406,General ⊂ Medical
inferior,483,Postero Inferior; Inferior Right; Inferior Left; Set Of Inferior Tributary Of Tracheobronchial Lymph Nodes; Inferior Margin; Inferior Part Of Chest Wall; Inferior Vena Cava Filters; Structure Of Inferior Portion Of Duodenum; Inferior Vena Cava Structure; Inferior Mesenteric Artery Occlusion; Structure Of Inferior Wall Of Orbit; Structure Of Inferior Horn Of Lateral Ventricle; Left Inferior Frontal Gyrus; Thrombosis Of Inferior Vena Cava; Inferior Vena Caval; Inferior Posterolateral; Superior Mesenteric Artery And Inferior Mesenteric Artery; Inferior Pole,1; 42; 25; 43; 29; 9; 15; 6; 26; 1; 1; 8; 1; 1; 8; 1; 1; 1,0.8399810695708966,General ⊂ Medical
table,115,Row Table; Radiology Table; Procedure Table,2; 1; 1,0.8401971901787969,General ⊂ Medical
ventricle,576,Fourth Ventricle Of The Brain; Left Lateral Ventricle Structure; Third Ventricle Structure; Structure Of Lateral Recess Of Fourth Ventricle; Lateral Aperture Of The Fourth Ventricle; Structure Of Posterior Horn Of Lateral Ventricle; Cavity Of Ventricle; Ejection Fraction : Volume Fraction : Point In Time : Heart . Ventricle . Left : Quantitative; Structure Of Inferior Horn Of Lateral Ventricle; Structure Of Outflow Tract Of Right Ventricle; Structure Of Body Of Lateral Ventricle; Structure Of Anterior Horn Of Lateral Ventricle; Dilation Of Third Ventricle,108; 94; 20; 1; 2; 10; 7; 1; 8; 5; 2; 3; 1,0.840214524429519,General ⊂ Medical
carotids,12,Carotids Doppler Ultrasound,1,0.8402631154134464,General ⊂ Medical
platelet,1,Platelet Activating Factor Phosphonate,1,0.8403138345254345,General ⊂ Medical
super,2,A Little T Super Little A; D Little O Super Little B; D Little O Super Little A; I Little N Super Little B,20; 2; 12; 1,0.8403530189485777,General ⊂ Medical
plural,7,Plural Effusion,7,0.8404733005203218,General ⊂ Medical
physical,6,Device Tip Physical Object; Head Flexed Physical Finding; Window Physical Object; Physical Hard Work; Peripherally Inserted Central Catheter Physical Object; Spike Physical Object; Physical Context; Physical Examination Finding; Physical Assessment Findings; Bilateral Breast Implants Physical Finding; Physical Mobility Impairment; Visual Acuity Of Left Eye With Cycloplegia Physical Finding; Cellulitis On Exam Physical Finding; Fiberglass Cast Device Physical Object; Fastening Physical Object; Physical Examination Date,2145; 1; 447; 14; 179; 11; 29; 2; 3; 1; 3; 1; 1; 2; 1; 1,0.8404927542361993,General ⊂ Medical
coating,1,Coating Film,8,0.8405445267457933,General ⊂ Medical
balloons,1,Gastric Balloons,3,0.8406043996946766,General ⊂ Medical
target,6,Sequencing Target Region,1,0.8406401420488245,General ⊂ Medical
ring,29,Terminal Oesophageal Ring; Ring Finger Structure,1; 1,0.8406417509561723,General ⊂ Medical
hemorrhagic,243,Hemorrhagic Pericardial Effusion; Wernicke S Superior Hemorrhagic Polioencephalitis,7; 1,0.8408829069172002,General ⊂ Medical
pattern,378,Worsening Pattern; Pattern Of Bowel Movements Question; Abnormal Pulmonary Interstitial Pattern; Abnormal Alveolar Pattern; Honeycombed Pattern; A Pattern; Geographic Pattern; Micronodular Pattern,811; 266; 84; 20; 8; 5; 2; 1,0.8409450756870341,General ⊂ Medical
wt,1,Wt With Tumor; Serpin Family B Member 3 Wt Allele; Bpifa1 Wt Allele,23; 74; 1,0.8411014181206465,General ⊂ Medical
back,386,Intrinsic Muscles Of The Back; Pain In Back; Back Pain Severe; History Of Back Pain; Back Surgeries; Upper Back Pain On The Left; Lumbar Region Of Back; Thoracic Back Pain; Entire Back Body Structure; Lower Thoracic Region Surface Region Of Back,2; 15; 11; 5; 4; 1; 1; 1; 2; 2,0.8411021736131792,General ⊂ Medical
patient,3276,Patient Positioning Procedure; Patient Reporting; Has Patient Attribute; Laser Suite Retina Patient Tolerated Procedure Well Treatment; Patient Need For Contextual Qualifier; Patient Is Female; Tube Feeding Of Patient; Patient Is Male; The Patient Was Prepped And Draped In The Usual Sterile Fashion; Patient Motion Artifact; Tuberculosis Status : Type : Point In Time : Patient : Nominal : Reported; Electrocardiograph Lead : Finding : To Identify Measures At A Point In Time : Patient : Nominal; Patient Intubated; Rights Patient S; Monitoring Of Patient; Number Of Unsuccessful Attempts : Number : Point In Time : Patient : Quantitative; Patient Identity; Patient Feeding Technique; Patient Refused; Patient Notified Context Dependent Category; Identification Patient; Patient Comfort; Respiratory Status : Finding : Point In Time : Patient : Nominal; Patient Reasons; Prior Patient Evaluation For Current Chief Complaint; Administrative Information Regarding Test Age Of Patient; Patient Physiological Condition; Monitor Patient S Vital Signs; Transporting Patient; Nasogastric Tube Site : Anatomy : Point In Time : Patient : Nominal; Incorrect Patient,267; 4; 283; 103; 32; 16; 27; 36; 3; 51; 1; 6; 13; 12; 1; 6; 15; 1; 2; 2; 3; 2; 6; 1; 1; 1; 1; 1; 1; 1; 1,0.84113599585004,General ⊂ Medical
difficulties,8,Difficulties With Micturition,3,0.8414488256592343,General ⊂ Medical
change,5844,12 Lead Electrocardiogram : Interval Change; Change Reason; Ischemic Change; Slight Change; Emphysematous Change; Change In Mental Status; Line Change; Mental Change; Not Change; Vascular Change; No Significant Change Since Previous Mammogram Finding; Change Positions,3617; 18; 70; 3; 142; 28; 25; 8; 5; 1; 1; 2,0.8415401560014643,General ⊂ Medical
lymphatics,1,Drainage Of Lymphatics,8,0.8416631844692729,General ⊂ Medical
bronchogenic,42,Bc Bronchogenic Carcinoma; Bronchogenic Cancer,29; 1,0.8417146134912304,General ⊂ Medical
consultation,18,Confirmatory Consultation Report; Surgical Consultation,2; 1,0.8418404223501448,General ⊂ Medical
fear,1,Fear Mental Process,4,0.8418645091955309,General ⊂ Medical
thyroid,269,Malignant Neoplasm Of Thyroid Gland; Carcinoma Of The Thyroid Gland; Thyroid Nodular; Ultrasound Of The Thyroid; Multiple Thyroid Nodules; Mass Of Thyroid Gland; Cancer Metastatic Thyroid; Thyroid Hyperplasia,21; 4; 1; 6; 3; 6; 1; 3,0.8418708667706497,General ⊂ Medical
congestive,259,Systolic Congestive Heart Failure; Ccf Congestive Cardiac Failure; Diastolic Congestive Heart Failure,1; 14; 1,0.8421711556737809,General ⊂ Medical
proximal,620,Bone Structure Of Proximal Humerus; Proximal Humeral Fractures; Proximal Segment Of Free Upper Limb; Proximal Resection Margin; Proximal Segment Of Free Lower Limb; Proximal Muscle Weakness; Bone Structure Of Proximal Phalanx,10; 2; 33; 54; 4; 1; 9,0.8421799226605212,General ⊂ Medical
ribs,132,Ribs On Right Side; Ribs . Posterior; Cervical Ribs Bilateral,17; 1; 1,0.8423062819892367,General ⊂ Medical
device,69,Device Tip Physical Object; Nasogastric Tube Device; Implanted Port Access Device; Catheter Device; Leads Device; Medical Device Deployment; Drapes Device; Artifact Medical Device Problem; Cage Device; Medical Record Device; Feeding Tube Device; Stiffener Device; Catheter Tip Device; Tracheostomy Device; Catheter Guide Wire Device; Filter Device; Intramedullary Rod Device; Vascular Clip Device; Drain Device; Medical Device Malfunction; Stent Device; Prosthetic Valve Device; Blood Glucose Meters Medical Device; Dilator Device; Other Biopsy Device; Silicone Implant Device; Inner Cannula Device; Embolisation Coil Device; Medical Device Break; Lead Tip Device; Cytology Brush Device; Endotracheal Airway Device; Strip Medical Device; Bearing Device; Injector Device; J Wire Device; Face Tent Oxygen Delivery Device; Tags Device; Medical Port Access Device; Cardiac Transvenous Pacemaker Device; Bag Device; Fiberglass Cast Device Physical Object; Jet Airplane Device; Single Chamber Pacemaker Device; Barrier Device; Dry Dressing Device,2145; 1447; 299; 1078; 5; 33; 144; 4; 21; 36; 168; 2; 68; 77; 150; 136; 1; 12; 22; 1; 73; 2; 11; 17; 3; 3; 2; 7; 2; 8; 1; 6; 3; 1; 1; 1; 3; 1; 3; 8; 2; 2; 2; 2; 1; 1,0.8423144766252632,General ⊂ Medical
intravascular,12,Blood Product Administration By Intravascular Infusion; Increased Intravascular Volume,7; 1,0.8423705011672096,General ⊂ Medical
anterior,903,Left Anterior Chest; Left Anterior; Anterior Osteophytes; Right Anterior; Posterior Anterior; Structure Of Anterior Mediastinal Lymph Node; Anterior Mediastinal Part Of Chest; Structure Of Anterior Cerebral Artery; Anterior Projection; Anterior Margin; Left Anterior Pararenal Space; Structure Of Left Anterior Naris; Right Anterior Chest; Structure Of Anterior Nuclear Group Of Thalamus; Anterior Lower; Temporal Lobes Anterior; Structure Of Anterior Horn Of Lateral Ventricle; Left Anterior Descending Septal Perforator Artery; Anterior Spinal Nerve Root Structure; Entire Anterior Portion Of Diaphragmatic Aspect Of Liver; Anterior Pararenal Space; Anterior Muscle Of Pelvic Girdle; Right Anterior Pararenal Space; Mass Of Anterior Mediastinum,8; 48; 14; 49; 5; 36; 24; 7; 6; 5; 1; 1; 10; 1; 1; 2; 3; 1; 1; 1; 1; 1; 1; 1,0.8424394347883458,General ⊂ Medical
work,31,Physical Hard Work; Work Of Breathing; Work Ups,14; 24; 13,0.8424838044146278,General ⊂ Medical
destruction,120,Bony Destruction; Destruction Action; Cortical Destruction; Tumour Destruction,18; 81; 7; 2,0.8425129332170014,General ⊂ Medical
insufficiency,11,Renal Insufficiency Syndrome; Cardiac Insufficiency; Vascular Insufficiency Acute; Insufficiency Fractures; Vascular Insufficiency Of The Mesentery; Respiratory Insufficiency; Gastrointestinal Tract Vascular Insufficiency,56; 55; 19; 4; 36; 3; 2,0.8425462744379596,General ⊂ Medical
cortical,118,Cortical Destruction; Cerebral Cortical Thinning; Cortical Thickening; Diffuse Cortical Atrophy; Cortical Atrophy Mild,7; 8; 1; 1; 1,0.8426614171629645,General ⊂ Medical
staging,218,Melanoma Staging; Staging Procedure Intent,1; 1,0.842664090331213,General ⊂ Medical
achieved,73,Not Achieved,1,0.8427673702625305,General ⊂ Medical
supraclavicular,159,Enlarged Supraclavicular Lymph Node; Right Supraclavicular Lymph Node; Enlarged Right Supraclavicular Lymph Node; Left Supraclavicular Lymph Node; Lesions On Supraclavicular Region Of Chest; Supraclavicular Fossa; Supraclavicular Lymph Node Enlargement,6; 9; 1; 6; 1; 1; 1,0.8428110178045726,General ⊂ Medical
undescended,2,History Of Undescended Testis,1,0.8428330914315884,General ⊂ Medical
tube,8350,Removal Of Endotracheal Tube; Nasogastric Tube Device; Placement Of Tube; Glaucoma Drainage Tube In Good Position; Tube And Drain Connections Orogastric Tube; Tube Feeding Of Patient; Feeding Tube Device; Nephrostomy Tube Placement; Nasoduodenal Feeding Tube; Nasojejunal Feeding Tube; J Tube Placement; Percutaneous Gastrostomy Tube; Nasoenteric Tube; Endotracheal Tube Present; Endotracheal Tube Assessment; Tube Drain Placement; Nasogastric Placement Tube; Endotracheal Tube In Place; A Tube Shaped Organ Structure; Insertion Of Endotracheal Tube; Curved Tube; Nursing Care : Nasogastric Tube Removal; Endotracheal Tube Positioning; Nasogastric Tube Site : Anatomy : Point In Time : Patient : Nominal; Putting Down Nasogastric Tube; Chest Tube Flutter Valve,131; 1447; 972; 18; 60; 27; 168; 1; 127; 2; 3; 26; 5; 4; 3; 1; 22; 7; 8; 7; 1; 1; 1; 1; 1; 1,0.8429060475910937,General ⊂ Medical
series,406,Series Set Of Composite Instances; Dedicated Small Bowel Series Ugi Sb Follow Through,379; 4,0.8429081460655188,General ⊂ Medical
viscus,7,Perforated Viscus,4,0.8429329939461707,General ⊂ Medical
prepontine,5,Prepontine Cistern,5,0.8431122322437652,General ⊂ Medical
ended,1,Ended Status,2,0.8431197141191761,General ⊂ Medical
airway,423,Airway Hyperreactivity; Biphasic Continuous Positive Airway Pressure; Endotracheal Airway Device; Airway Compression Or Obstruction; Respiratory Airway Obstruction; No Obstruction Of Airway; Airway . Distal; Complete Airway Obstruction; Airway Compromise,24; 15; 6; 1; 3; 3; 4; 1; 3,0.8431675207068066,General ⊂ Medical
surgically,15,Surgically Created Resection Cavity,61,0.8432326285604852,General ⊂ Medical
rapidly,22,Rapidly Progressive,8,0.843270052314474,General ⊂ Medical
less,444,Less Than Or Equal To; Less Than 50 000; Psa Level Less Than Five; Psa Level Less Than Two,5; 1; 1; 1,0.8433455978773988,General ⊂ Medical
fused,13,Not Fused,1,0.8433954416555928,General ⊂ Medical
wedge,347,Wedge Shaped; Wedge Biopsy; Defect Wedge Shaped; Wedge Resection Of Lung; Wedge Resection Action,23; 6; 2; 2; 1,0.8434092371385976,General ⊂ Medical
infections,4,Medical History Infections; Persistent Infections; Invasive Infections,1; 1; 1,0.8434193799600571,General ⊂ Medical
aortopulmonary,19,Lymph Node Of Aortopulmonary Window,9,0.8434325410328251,General ⊂ Medical
pericardium,87,Procedures On Heart Pericardium; Section 3 Heart And Pericardium; Cardiac Neoplasm Uncertain Behavior Of Pericardium,17; 24; 2,0.8434357025411003,General ⊂ Medical
intractable,6,Intractable Abdominal Pain,1,0.8436518057131781,General ⊂ Medical
arrest,114,Ventricular Fibrillation Arrest; Recent Cardiac Arrest,1; 1,0.8437012579482301,General ⊂ Medical
rupture,17,Appendicitis With Rupture,3,0.8437284530243951,General ⊂ Medical
costal,20,Costal Somatic Dysfunction,9,0.8438802655492558,General ⊂ Medical
problem,5,Artifact Medical Device Problem; Unspecified Musculoskeletal Problem,4; 1,0.8439621828969037,General ⊂ Medical
extracranial,6,Aneurysm Of Extracranial Internal Carotid Artery,1,0.8440362696786815,General ⊂ Medical
year,8842,Month Day Year; One Year; Month Year,2; 5; 1,0.8440578406542113,General ⊂ Medical
except,91,Except For,3,0.844088313148277,General ⊂ Medical
course,216,Relapsing Course,1,0.8441761212716935,General ⊂ Medical
muscle,38,Muscle Of Pectoral Part Of Chest; Tissues Muscle; Generalised Muscle Weakness; Tibialis Posterior Muscle Structure; Structure Of Sternocleidomastoid Muscle; Right Iliacus Muscle; Proximal Muscle Weakness; Right Temporalis Muscle; Left Iliacus Muscle; Anterior Muscle Of Pelvic Girdle,3; 10; 8; 3; 1; 3; 1; 1; 3; 1,0.8442399458997055,General ⊂ Medical
membrane,1,Pleural Membrane Structure,1247,0.8443394721200753,General ⊂ Medical
mild,1929,Mild Sclerosis; Mild Scoliosis; Mild Hydronephrosis; Mild To Moderate; Mild Shortness Of Breath; Ventriculomegaly Mild; Mild Scarring; Minimal To Mild; 1 Mild; Cortical Atrophy Mild,2; 7; 3; 6; 3; 2; 1; 2; 2; 1,0.8444092559718361,General ⊂ Medical
function,49,Lung Volume Function; Elimination Function Of The Body; Swallowing Function; Liver Function Analysis; Diffusion Function; Flexion Function; Blushing Function; Bone Formation Function; Understanding Function; Radial Pulse Function; Reduced Renal Function; Impaired Renal Function; Abnormal Hepatic Function; Sensory Perception Function; Observation Of Motor Function Of Tongue; Cap Formation Cell Function; Liver Function Failure; Anomalies Of Pupillary Function Mydriasis; Swallowing Function Pharyngeal Stage Transit Time; Oral Function,329; 98; 33; 35; 44; 10; 6; 6; 3; 1; 1; 4; 2; 1; 2; 3; 10; 1; 1; 1,0.8445942623817262,General ⊂ Medical
mitral,29,Structure Of Annulus Fibrosus Of Mitral Orifice; Plastic Repair Of Mitral Valve; Mitral Valve Stenosis; Mitral Valve Disorder Calcification; Mitral Valve Prostheses; Mitral Annulus Calcification; Mva Mitral Valve Annuloplasty,5; 1; 1; 1; 1; 2; 1,0.8446589118820639,General ⊂ Medical
